molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail
-1.0,99,가동,713.0,123,125,110.0,112.0,331.0,54.0,102.0,166.0,224.0,144.0,483.0,712.0,32.0,A,23,8917,0.0
-1.0,74,가동,729.0,120,121,110.0,116.0,332.0,51.0,221.0,190.0,217.0,199.0,472.0,708.0,31.0,A,23,8573,0.0
95.0,87,가동,699.0,122,158,110.0,112.0,330.0,45.0,165.0,123.0,249.0,284.0,458.0,704.0,42.0,A,23,8722,0.0
66.0,14,가동,709.0,117,120,115.0,117.0,325.0,52.0,217.0,191.0,187.0,162.0,512.0,692.0,28.0,A,23,8600,0.0
-1.0,30,가동,705.0,119,124,110.0,112.0,330.0,55.0,239.0,205.0,238.0,219.0,480.0,707.0,30.0,A,23,8573,0.0
-1.0,253,가동,709.0,134,134,140.0,143.0,333.0,45.0,138.0,188.0,167.0,145.0,455.0,710.0,35.0,A,23,8412,0.0
59.0,23,가동,731.0,119,121,110.0,112.0,331.0,54.0,193.0,182.0,270.0,183.0,436.0,701.0,30.0,A,23,8917,0.0
-1.0,58,가동,707.0,117,117,110.0,112.0,333.0,52.0,102.0,178.0,254.0,150.0,478.0,697.0,33.0,A,23,8917,0.0
-1.0,26,가동,707.6027529582226,118,121,140.0,144.0,333.0,49.0,181.0,138.0,164.0,109.0,513.0,678.0,29.0,A,23,8412,0.0
65.0,243,가동,731.0,124,125,105.0,109.0,325.0,48.0,116.0,169.0,199.0,194.0,308.0,662.0,34.0,A,23,8722,0.0
79.0,299,가동,717.0,119,119,105.0,106.0,325.0,48.0,210.0,183.0,224.0,246.0,371.0,659.0,32.0,A,23,8722,0.0
40.0,60,가동,708.0,119,122,110.0,112.0,334.0,54.0,160.0,167.0,161.0,141.0,479.0,708.0,31.0,A,23,8412,0.0
90.0,119,가동,703.0,117,127,110.0,112.0,334.0,43.0,111.0,166.0,166.0,188.0,488.0,672.0,35.0,A,23,8412,0.0
103.0,124,가동,704.0,117,123,115.0,117.0,325.0,49.0,291.0,172.0,253.0,208.0,504.0,692.0,33.0,A,23,8600,0.0
93.0,22,가동,712.0,122,123,100.0,101.0,331.0,43.0,157.0,116.0,156.0,245.0,483.0,705.0,28.0,A,23,8722,0.0
-1.0,160,가동,707.6027529582226,121,119,140.0,144.0,171.0,46.0,128.0,112.0,116.0,108.0,505.0,695.0,36.0,A,23,8412,1.0
54.0,208,가동,730.0,118,121,105.0,107.0,325.0,54.0,209.0,180.0,224.0,259.0,388.0,653.0,32.0,A,23,8722,0.0
-1.0,210,가동,709.0,122,122,110.0,112.0,331.0,51.0,102.0,155.0,213.0,139.0,499.0,711.0,32.0,A,23,8917,0.0
42.0,8,가동,708.0,115,118,110.0,112.0,333.0,49.0,152.0,143.0,160.0,121.0,475.0,671.0,32.0,A,23,8412,0.0
27.0,120,가동,729.0,123,119,100.0,101.0,330.0,46.0,240.0,182.0,262.0,168.0,581.0,703.0,33.0,A,23,8722,0.0
-1.0,170,가동,713.0,117,118,110.0,112.0,330.0,54.0,102.0,170.0,184.0,147.0,479.0,713.0,32.0,A,23,8917,0.0
-1.0,47,가동,708.0,118,118,110.0,112.0,322.0,55.0,200.0,191.0,176.0,264.0,477.0,712.0,31.0,A,3,8917,0.0
-1.0,70,가동,731.0,118,118,110.0,112.0,321.0,52.0,223.0,153.0,129.0,218.0,201.0,731.0,34.0,A,6,8412,0.0
92.0,107,가동,716.0,119,121,110.0,112.0,329.0,44.0,194.0,184.0,266.0,183.0,458.0,700.0,29.0,A,23,8917,0.0
-1.0,202,가동,707.6027529582226,117,240,140.0,144.0,333.0,45.0,176.0,139.0,164.0,150.0,510.0,700.0,36.0,A,23,8412,0.0
75.0,262,가동,731.0,122,123,110.0,112.0,329.0,48.0,102.0,183.0,190.0,301.0,362.0,702.0,31.0,A,23,8917,0.0
41.0,89,가동,729.0,123,122,100.0,102.0,333.0,49.0,175.0,121.0,244.0,297.0,485.0,706.0,32.0,A,23,8722,0.0
40.0,240,가동,731.0,122,123,110.0,112.0,330.0,46.0,168.0,123.0,172.0,231.0,482.0,703.0,30.0,A,23,8722,0.0
-1.0,88,가동,730.0,119,120,110.0,112.0,320.0,53.0,223.0,157.0,134.0,221.0,206.0,714.0,35.0,A,6,8412,0.0
-1.0,33,가동,732.0,123,123,110.0,112.0,330.0,56.0,235.0,201.0,221.0,207.0,484.0,707.0,31.0,A,23,8573,0.0
91.0,98,가동,723.0,123,120,105.0,107.0,325.0,47.0,123.0,187.0,207.0,189.0,372.0,649.0,33.0,A,23,8722,0.0
-1.0,197,가동,705.0,115,117,110.0,112.0,331.0,53.0,103.0,184.0,251.0,148.0,485.0,709.0,32.0,A,23,8917,0.0
-1.0,89,가동,710.0,118,120,110.0,112.0,331.0,56.0,103.0,177.0,233.0,147.0,504.0,714.0,33.0,A,23,8917,0.0
-1.0,260,가동,710.0,116,117,110.0,112.0,331.0,56.0,133.0,166.0,219.0,70.0,481.0,701.0,33.0,A,23,8917,0.0
-1.0,161,가동,681.0,119,121,110.0,112.0,330.0,54.0,102.0,182.0,258.0,151.0,484.0,707.0,34.0,A,23,8917,0.0
68.0,12,가동,708.0,124,120,115.0,117.0,325.0,48.0,267.0,165.0,245.0,198.0,504.0,696.0,29.0,A,23,8600,0.0
-1.0,202,가동,729.0,121,123,110.0,112.0,330.0,53.0,234.0,208.0,236.0,215.0,477.0,712.0,33.0,A,23,8573,0.0
96.0,230,가동,708.0,116,119,115.0,117.0,325.0,46.0,262.0,182.0,273.0,221.0,503.0,681.0,32.0,A,23,8600,0.0
-1.0,136,가동,727.0,120,209,110.0,112.0,322.0,47.0,144.0,160.0,125.0,181.0,158.0,730.0,31.0,A,6,8412,0.0
-1.0,51,가동,707.6027529582226,118,120,140.0,144.0,333.0,51.0,225.0,144.0,164.0,159.0,498.0,706.0,33.0,A,23,8412,0.0
-1.0,245,가동,709.0,117,119,140.0,144.0,333.0,42.0,171.0,138.0,156.0,163.0,502.0,703.0,29.0,A,23,8412,0.0
-1.0,195,가동,731.0,123,123,110.0,112.0,313.0,55.0,211.0,162.0,127.0,200.0,397.0,720.0,33.0,A,6,8412,0.0
-1.0,96,가동,713.0,121,232,110.0,112.0,331.0,41.0,88.0,147.0,219.0,126.0,446.0,696.0,34.0,A,23,8917,1.0
27.0,41,가동,729.0,121,123,109.0,112.0,331.0,54.0,164.0,120.0,165.0,254.0,463.0,705.0,33.0,A,23,8722,0.0
-1.0,178,가동,729.0,115,119,100.0,101.0,332.0,51.0,140.0,146.0,212.0,187.0,486.0,712.0,33.0,A,3,8412,0.0
-1.0,69,가동,731.0,125,122,110.0,112.0,330.0,55.0,236.0,207.0,239.0,220.0,480.0,708.0,32.0,A,23,8573,0.0
-1.0,92,가동,732.0,116,119,110.0,112.0,316.0,48.0,207.0,130.0,124.0,200.0,396.0,704.0,34.0,A,6,8412,0.0
-1.0,75,가동,732.0,123,120,100.0,102.0,330.0,54.0,248.0,148.0,217.0,198.0,479.0,712.0,33.0,A,3,8917,0.0
83.0,58,가동,730.0,131,122,105.0,107.0,325.0,52.0,204.0,173.0,218.0,254.0,390.0,662.0,32.0,A,23,8722,0.0
-1.0,90,가동,714.0,114,116,110.0,112.0,331.0,48.0,102.0,176.0,251.0,149.0,484.0,694.0,34.0,A,23,8917,0.0
-1.0,196,가동,729.0,122,122,100.0,103.0,324.0,50.0,181.0,163.0,211.0,198.0,541.0,719.0,34.0,A,23,8412,0.0
60.0,240,가동,729.0,120,122,105.0,107.0,324.0,47.0,203.0,183.0,215.0,251.0,469.0,682.0,32.0,A,23,8722,0.0
-1.0,135,가동,711.0,124,122,110.0,112.0,331.0,55.0,230.0,196.0,161.0,209.0,576.0,704.0,30.0,A,23,8573,0.0
49.0,253,가동,730.0,119,121,110.0,112.0,329.0,49.0,210.0,191.0,288.0,190.0,441.0,696.0,29.0,A,23,8917,0.0
70.0,190,가동,721.0,121,122,110.0,112.0,331.0,48.0,177.0,130.0,304.0,187.0,470.0,704.0,38.0,A,23,8722,0.0
-1.0,108,가동,707.6027529582226,116,119,140.0,144.0,333.0,47.0,165.0,131.0,146.0,135.0,497.0,695.0,36.0,A,23,8412,0.0
100.0,164,가동,703.0,120,120,110.0,172.0,331.0,35.0,162.0,125.0,287.0,173.0,459.0,707.0,34.0,A,23,8722,0.0
-1.0,162,가동,711.0,120,121,110.0,112.0,332.0,54.0,103.0,164.0,226.0,144.0,491.0,713.0,31.0,A,23,8917,0.0
-1.0,320,가동,712.0,119,121,110.0,112.0,331.0,55.0,133.0,168.0,224.0,70.0,480.0,716.0,33.0,A,23,8917,0.0
-1.0,34,가동,729.0,114,117,110.0,112.0,157.0,47.0,82.0,149.0,108.0,129.0,123.0,700.0,33.0,D,6,8412,1.0
-1.0,259,가동,715.0,115,116,110.0,112.0,329.0,51.0,102.0,176.0,246.0,147.0,480.0,720.0,34.0,A,23,8917,0.0
-1.0,17,가동,710.0,119,120,110.0,112.0,331.0,53.0,102.0,156.0,177.0,140.0,479.0,712.0,31.0,A,23,8917,0.0
-1.0,211,가동,707.6027529582226,119,121,140.0,144.0,333.0,47.0,182.0,153.0,171.0,255.0,530.0,702.0,30.0,A,23,8412,0.0
27.0,128,가동,728.0,122,124,105.0,107.0,326.0,54.0,198.0,182.0,212.0,265.0,453.0,687.0,34.0,A,23,8722,0.0
-1.0,43,가동,711.0,114,116,110.0,113.0,332.0,53.0,103.0,172.0,248.0,146.0,481.0,714.0,30.0,A,23,8917,0.0
-1.0,47,가동,732.0,117,117,100.0,102.0,330.0,56.0,121.0,135.0,211.0,184.0,493.0,714.0,30.0,A,3,8412,0.0
30.0,39,가동,728.0,117,118,110.0,112.0,330.0,49.0,237.0,176.0,252.0,177.0,592.0,704.0,31.0,A,23,8722,0.0
-1.0,37,가동,713.0,121,123,110.0,116.0,330.0,52.0,230.0,190.0,156.0,213.0,476.0,712.0,32.0,A,23,8573,0.0
96.0,114,가동,704.0,114,117,110.0,112.0,329.0,46.0,187.0,182.0,268.0,180.0,431.0,698.0,30.0,A,23,8917,0.0
-1.0,89,가동,712.0,117,118,110.0,113.0,331.0,51.0,104.0,179.0,246.0,148.0,478.0,714.0,32.0,A,23,8917,0.0
75.0,188,가동,709.0,117,120,115.0,118.0,325.0,51.0,221.0,174.0,265.0,215.0,506.0,694.0,25.0,A,23,8600,0.0
35.0,28,가동,731.0,120,122,109.0,112.0,330.0,54.0,171.0,123.0,175.0,266.0,479.0,708.0,35.0,A,23,8722,0.0
-1.0,226,가동,717.0,100,121,108.0,110.0,308.0,49.0,279.0,139.0,234.0,194.0,498.0,707.1352811466372,29.0,A,25,8412,0.0
-1.0,200,가동,709.0,118,139,110.0,112.0,331.0,56.0,102.0,152.0,206.0,136.0,493.0,689.0,33.0,A,23,8917,0.0
102.0,268,가동,702.0,116,120,115.0,117.0,325.0,49.0,279.0,177.0,262.0,215.0,499.0,692.0,31.0,A,23,8600,0.0
0.0,32,가동,722.1659846128663,125,87,105.0,107.0,325.0,45.0,205.0,172.0,219.0,261.0,371.0,675.0,31.0,A,23,8722,0.0
-1.0,143,가동,733.0,119,122,110.0,113.0,331.0,53.0,229.0,200.0,228.0,208.0,479.0,710.0,32.0,A,23,8573,0.0
48.0,210,가동,731.0,117,120,110.0,112.0,329.0,47.0,170.0,180.0,235.0,166.0,412.0,700.0,29.0,A,23,8917,0.0
-1.0,109,가동,732.0,122,205,110.0,112.0,326.0,47.0,161.0,154.0,207.0,145.0,458.0,688.0,32.0,A,3,8917,0.0
89.0,190,가동,727.0,120,121,105.0,107.0,324.0,53.0,202.0,181.0,218.0,260.0,461.0,684.0,33.0,A,23,8722,0.0
-1.0,34,가동,713.0,119,121,110.0,113.0,331.0,52.0,102.0,171.0,238.0,144.0,480.0,712.0,31.0,A,23,8917,0.0
-1.0,190,가동,711.0,115,117,110.0,112.0,330.0,54.0,140.0,166.0,224.0,70.0,479.0,709.0,34.0,A,23,8917,0.0
-1.0,107,가동,729.0,120,121,110.0,112.0,330.0,56.0,236.0,203.0,233.0,214.0,480.0,707.0,32.0,A,23,8573,0.0
-1.0,288,가동,730.0,119,119,110.0,112.0,322.0,49.0,220.0,163.0,134.0,218.0,185.0,700.0,33.0,A,6,8412,0.0
-1.0,108,가동,732.0,120,122,100.0,103.0,324.0,50.0,271.0,161.0,216.0,200.0,509.0,704.0,34.0,A,23,8412,0.0
-1.0,147,가동,729.0,120,122,100.0,101.0,332.0,53.0,204.0,151.0,207.0,193.0,483.0,715.0,36.0,A,3,8917,0.0
72.0,13,가동,731.0,120,122,105.0,107.0,324.0,50.0,175.0,142.0,186.0,211.0,451.0,691.0,21.0,A,23,8722,0.0
64.0,238,가동,719.0,118,119,110.0,112.0,331.0,46.0,176.0,126.0,303.0,188.0,476.0,705.0,37.0,A,23,8722,0.0
27.0,31,가동,719.0,119,120,110.0,112.0,331.0,54.0,171.0,120.0,300.0,183.0,476.0,707.0,35.0,A,23,8722,0.0
-1.0,3,가동,711.0,117,107,109.0,112.0,168.0,53.0,77.0,76.0,104.0,108.0,448.0,706.0,29.0,A,23,8917,1.0
-1.0,255,가동,710.0,117,121,110.0,112.0,332.0,54.0,103.0,183.0,254.0,149.0,479.0,720.0,33.0,A,23,8917,0.0
-1.0,12,가동,729.0,111,119,100.0,101.0,332.0,47.0,131.0,138.0,159.0,164.0,484.0,716.0,32.0,D,23,8412,1.0
53.0,119,가동,709.0,120,121,115.0,117.0,325.0,53.0,251.0,152.0,214.0,175.0,491.0,687.0,33.0,A,23,8600,0.0
-1.0,102,가동,707.6027529582226,119,121,140.0,143.0,333.0,47.0,177.0,142.0,155.0,159.0,514.0,720.0,29.0,A,23,8412,0.0
-1.0,159,가동,732.0,123,124,110.0,112.0,328.0,54.0,266.0,116.0,221.0,204.0,475.0,701.0,27.0,A,23,8573,0.0
94.0,179,가동,721.0,123,124,110.0,112.0,330.0,44.0,104.0,184.0,190.0,302.0,367.0,693.0,31.0,A,23,8917,0.0
80.0,286,가동,721.0,117,208,105.0,106.0,325.0,49.0,189.0,155.0,190.0,231.0,364.0,652.0,32.0,A,23,8722,0.0
-1.0,231,가동,712.0,119,119,110.0,112.0,331.0,54.0,234.0,196.0,161.0,215.0,574.0,702.0,28.0,A,23,8573,0.0
45.0,11,가동,729.0,118,121,100.0,101.0,330.0,41.0,210.0,166.0,222.0,147.0,575.0,706.0,28.0,A,23,8722,0.0
64.0,12,가동,728.0,121,123,110.0,112.0,330.0,48.0,162.0,119.0,171.0,245.0,484.0,708.0,28.0,A,23,8722,0.0
52.0,84,가동,731.0,115,117,110.0,112.0,329.0,49.0,184.0,182.0,264.0,181.0,424.0,700.0,32.0,A,23,8917,0.0
39.0,252,가동,728.0,119,122,110.0,113.0,330.0,50.0,177.0,129.0,190.0,262.0,488.0,698.0,37.0,A,23,8722,0.0
82.0,149,가동,719.0,120,170,110.0,112.0,330.0,45.0,159.0,122.0,251.0,164.0,452.0,707.0,37.0,A,23,8722,0.0
-1.0,153,가동,707.6027529582226,117,120,140.0,143.0,333.0,48.0,202.0,148.0,168.0,164.0,511.0,704.0,33.0,A,23,8412,0.0
-1.0,41,가동,721.0,121,223,110.0,112.0,333.0,49.0,136.0,110.0,97.0,154.0,142.0,698.0,30.0,A,6,8412,0.0
-1.0,252,가동,677.0,126,124,110.0,112.0,330.0,55.0,102.0,184.0,254.0,151.0,485.0,714.0,33.0,A,23,8917,0.0
-1.0,37,가동,730.0,119,118,110.0,112.0,321.0,54.0,229.0,115.0,122.0,209.0,183.0,719.0,33.0,A,6,8412,0.0
-1.0,312,가동,707.6027529582226,115,121,140.0,144.0,333.0,49.0,184.0,146.0,169.0,246.0,508.0,704.0,39.0,A,23,8412,0.0
96.0,79,가동,710.0,115,118,110.0,112.0,329.0,51.0,182.0,181.0,261.0,181.0,430.0,704.0,31.0,A,23,8917,0.0
90.0,104,가동,705.0,123,121,110.0,112.0,331.0,45.0,174.0,187.0,299.0,186.0,456.0,696.0,38.0,A,23,8722,0.0
-1.0,20,가동,710.0,118,118,110.0,112.0,330.0,53.0,103.0,149.0,205.0,138.0,471.0,714.0,33.0,A,23,8917,0.0
-1.0,211,가동,709.0,122,121,110.0,112.0,331.0,53.0,129.0,163.0,242.0,106.0,477.0,715.0,32.0,A,23,8573,0.0
-1.0,217,가동,729.0,120,120,110.0,114.0,322.0,55.0,226.0,149.0,137.0,220.0,377.0,714.0,34.0,A,6,8412,0.0
-1.0,240,가동,730.0,121,116,110.0,112.0,314.0,53.0,222.0,159.0,132.0,218.0,424.0,697.0,34.0,A,6,8412,0.0
71.0,7,가동,722.0,117,119,110.0,112.0,331.0,43.0,156.0,123.0,267.0,153.0,479.0,698.0,30.0,A,23,8722,0.0
-1.0,154,가동,729.0,120,121,110.0,112.0,320.0,54.0,223.0,163.0,135.0,207.0,164.0,728.0,35.0,A,6,8412,0.0
-1.0,67,가동,723.0,120,124,110.0,112.0,325.0,51.0,268.0,116.0,237.0,204.0,473.0,707.0,26.0,A,23,8573,0.0
81.0,179,가동,705.0,115,120,110.0,114.0,333.0,48.0,162.0,127.0,162.0,144.0,477.0,698.0,32.0,A,23,8412,0.0
-1.0,306,가동,730.0,123,121,110.0,113.0,333.0,51.0,219.0,161.0,134.0,218.0,178.0,716.0,35.0,A,6,8412,0.0
-1.0,32,가동,713.0,119,119,110.0,112.0,330.0,51.0,102.0,170.0,246.0,146.0,485.0,695.0,34.0,A,23,8917,0.0
-1.0,65,가동,711.0,120,120,110.0,112.0,330.0,55.0,142.0,174.0,226.0,149.0,480.0,713.0,33.0,A,23,8917,0.0
83.0,80,가동,718.0,119,122,110.0,112.0,331.0,47.0,176.0,120.0,238.0,290.0,489.0,707.0,37.0,A,23,8722,0.0
59.0,291,가동,728.0,119,119,109.0,112.0,329.0,49.0,239.0,180.0,254.0,179.0,597.0,702.0,32.0,A,23,8722,0.0
-1.0,9,가동,731.0,138,118,110.0,112.0,321.0,55.0,202.0,139.0,103.0,188.0,195.0,716.0,29.0,A,6,8412,0.0
-1.0,185,가동,707.6027529582226,119,122,140.0,144.0,333.0,50.0,192.0,150.0,176.0,253.0,516.0,690.0,39.0,A,23,8412,0.0
-1.0,81,가동,729.0,117,124,110.0,112.0,331.0,50.0,75.0,125.0,118.0,120.0,471.0,701.0,31.0,A,23,8573,0.0
59.0,120,가동,709.0,137,126,110.0,227.0,325.0,37.0,144.0,153.0,172.0,178.0,499.0,690.0,33.0,A,23,8600,1.0
37.0,205,가동,728.0,118,82,109.0,112.0,330.0,48.0,234.0,174.0,244.0,172.0,568.0,705.0,29.0,A,23,8917,0.0
-1.0,121,가동,715.0,122,123,110.0,113.0,331.0,52.0,228.0,193.0,159.0,207.0,576.0,701.0,29.0,A,23,8573,0.0
-1.0,230,가동,731.0,115,116,110.0,112.0,320.0,52.0,232.0,162.0,133.0,220.0,196.0,716.0,32.0,A,6,8412,0.0
66.0,278,가동,728.0,114,117,110.0,112.0,329.0,50.0,187.0,183.0,266.0,184.0,431.0,698.0,31.0,A,23,8917,0.0
-1.0,286,가동,730.0,120,123,110.0,112.0,313.0,53.0,209.0,148.0,125.0,210.0,396.0,719.0,33.0,A,6,8412,0.0
90.0,167,가동,707.0,118,173,110.0,112.0,331.0,44.0,157.0,130.0,275.0,159.0,456.0,705.0,38.0,A,23,8722,0.0
-1.0,7,가동,729.0,121,123,110.0,114.0,330.0,51.0,227.0,176.0,93.0,190.0,493.0,714.0,28.0,A,23,8573,0.0
80.0,25,가동,710.0,124,127,110.0,112.0,325.0,50.0,147.0,197.0,173.0,158.0,501.0,693.0,31.0,A,23,8600,0.0
-1.0,167,가동,728.0,118,122,110.0,113.0,312.0,52.0,211.0,159.0,125.0,212.0,393.0,722.0,33.0,A,6,8412,0.0
-1.0,124,가동,725.0,118,119,110.0,113.0,333.0,50.0,221.0,160.0,131.0,217.0,183.0,700.0,33.0,A,6,8412,0.0
61.0,24,가동,720.0,118,119,110.0,112.0,330.0,46.0,169.0,124.0,172.0,262.0,467.0,703.0,34.0,A,23,8722,0.0
90.0,141,가동,726.0,118,119,105.0,107.0,324.0,48.0,206.0,180.0,216.0,250.0,558.0,682.0,35.0,A,23,8722,0.0
94.0,21,가동,711.0,122,123,100.0,102.0,332.0,42.0,157.0,115.0,155.0,243.0,482.0,705.0,28.0,A,23,8722,0.0
-1.0,212,가동,731.0,144,120,110.0,112.0,332.0,51.0,211.0,160.0,132.0,215.0,193.0,693.0,34.0,A,6,8412,0.0
-1.0,202,가동,731.0,137,121,110.0,112.0,333.0,52.0,217.0,177.0,132.0,249.0,156.0,714.0,34.0,A,23,8412,0.0
88.0,182,가동,712.0,135,122,100.0,102.0,331.0,40.0,163.0,119.0,161.0,241.0,480.0,704.0,33.0,A,23,8722,0.0
32.0,145,가동,726.0,122,123,100.0,102.0,331.0,45.0,179.0,121.0,185.0,272.0,505.0,706.0,33.0,A,23,8722,0.0
35.0,187,가동,728.0,123,124,105.0,106.0,325.0,42.0,120.0,175.0,201.0,189.0,358.0,650.0,33.0,A,23,8722,0.0
99.0,271,가동,703.0,117,119,115.0,117.0,325.0,47.0,283.0,178.0,265.0,218.0,502.0,691.0,32.0,A,23,8600,0.0
-1.0,271,가동,710.0,120,124,110.0,112.0,332.0,52.0,206.0,183.0,97.0,195.0,572.0,696.0,31.0,A,23,8573,0.0
69.0,196,가동,727.0,115,138,110.0,112.0,329.0,49.0,169.0,177.0,252.0,171.0,425.0,704.0,30.0,A,23,8917,0.0
-1.0,132,가동,730.0,118,120,100.0,102.0,331.0,53.0,128.0,152.0,213.0,193.0,491.0,696.0,32.0,A,3,8412,0.0
106.0,260,가동,718.0,118,120,104.0,107.0,324.0,45.0,203.0,181.0,217.0,239.0,558.0,684.0,35.0,A,23,8722,0.0
58.0,22,가동,728.0,120,121,105.0,107.0,324.0,49.0,198.0,178.0,215.0,247.0,460.0,692.0,29.0,A,23,8722,0.0
-1.0,166,가동,713.0,113,116,110.0,112.0,331.0,46.0,103.0,182.0,257.0,145.0,479.0,700.0,32.0,A,23,8917,0.0
94.0,25,가동,723.0,122,122,110.0,112.0,330.0,38.0,160.0,118.0,160.0,247.0,484.0,704.0,28.0,A,23,8722,0.0
-1.0,259,가동,730.0,117,119,110.0,112.0,331.0,55.0,225.0,162.0,137.0,223.0,221.0,729.0,34.0,A,6,8412,0.0
-1.0,62,가동,731.0,118,118,110.0,115.0,332.0,53.0,222.0,130.0,129.0,216.0,373.0,724.0,34.0,A,6,8412,0.0
-1.0,100,가동,731.0,121,119,110.0,112.0,321.0,52.0,221.0,158.0,134.0,223.0,183.0,724.0,33.0,A,6,8412,0.0
77.0,255,가동,719.0,118,119,110.0,112.0,331.0,45.0,170.0,125.0,291.0,179.0,462.0,708.0,37.0,A,23,8722,0.0
-1.0,114,가동,732.0,114,116,110.0,112.0,323.0,47.0,223.0,161.0,133.0,214.0,182.0,721.0,31.0,A,6,8412,0.0
-1.0,104,가동,710.0,119,121,110.0,112.0,330.0,52.0,102.0,178.0,251.0,149.0,478.0,709.0,35.0,A,23,8917,0.0
35.0,225,가동,731.0,117,120,110.0,112.0,329.0,52.0,197.0,184.0,255.0,182.0,442.0,702.0,29.0,A,23,8917,0.0
47.0,26,가동,710.0,118,121,110.0,112.0,334.0,54.0,159.0,154.0,123.0,135.0,471.0,704.0,36.0,A,23,8412,0.0
41.0,94,가동,729.0,119,122,100.0,101.0,332.0,49.0,236.0,175.0,257.0,162.0,513.0,705.0,32.0,A,23,8722,0.0
-1.0,179,가동,730.0,120,121,100.0,103.0,323.0,51.0,268.0,162.0,212.0,198.0,575.0,707.0,34.0,A,23,8412,0.0
87.0,8,가동,709.0,134,121,115.0,117.0,325.0,48.0,250.0,139.0,225.0,183.0,486.0,697.0,28.0,A,23,8600,0.0
-1.0,122,가동,731.0,124,124,110.0,113.0,331.0,53.0,236.0,204.0,94.0,218.0,488.0,709.0,33.0,A,23,8573,0.0
-1.0,39,가동,731.0,118,119,100.0,102.0,324.0,49.0,141.0,144.0,200.0,186.0,577.0,716.0,33.0,A,23,8412,0.0
49.0,105,가동,730.0,123,125,110.0,112.0,329.0,51.0,205.0,190.0,278.0,189.0,445.0,699.0,32.0,A,23,8917,0.0
66.0,162,가동,729.0,123,123,100.0,101.0,331.0,46.0,173.0,124.0,179.0,266.0,506.0,705.0,30.0,A,23,8722,0.0
61.0,222,가동,729.0,122,123,110.0,112.0,330.0,50.0,103.0,181.0,187.0,297.0,364.0,698.0,31.0,A,23,8917,0.0
-1.0,15,가동,733.0,117,126,100.0,102.0,333.0,49.0,133.0,129.0,198.0,169.0,498.0,706.0,31.0,A,3,8412,0.0
52.0,49,가동,731.0,119,121,110.0,114.0,330.0,53.0,196.0,180.0,194.0,304.0,356.0,702.0,30.0,A,23,8917,0.0
70.0,236,가동,729.0,117,119,100.0,102.0,330.0,45.0,240.0,181.0,258.0,166.0,577.0,704.0,31.0,A,23,8722,0.0
-1.0,182,가동,712.0,118,118,110.0,112.0,331.0,56.0,102.0,163.0,226.0,141.0,476.0,710.0,30.0,A,23,8917,0.0
-1.0,41,가동,731.0,119,120,110.0,112.0,332.0,50.0,207.0,163.0,203.0,167.0,477.0,709.0,32.0,A,3,8917,0.0
84.0,304,가동,716.0,119,122,110.0,112.0,329.0,46.0,199.0,183.0,265.0,179.0,432.0,700.0,31.0,A,23,8917,0.0
-1.0,288,가동,731.0,116,118,110.0,113.0,331.0,50.0,242.0,202.0,217.0,215.0,549.0,713.0,34.0,A,23,8573,0.0
-1.0,253,가동,713.0,123,123,110.0,112.0,330.0,54.0,233.0,200.0,164.0,218.0,475.0,699.0,29.0,A,23,8573,0.0
-1.0,104,가동,701.0,118,200,110.0,114.0,326.0,46.0,152.0,159.0,123.0,174.0,156.0,700.0,33.0,A,6,8412,0.0
-1.0,236,가동,731.0,121,122,110.0,112.0,331.0,54.0,239.0,198.0,214.0,211.0,580.0,688.0,32.0,A,23,8573,0.0
-1.0,105,가동,731.0,114,115,110.0,112.0,322.0,53.0,220.0,119.0,128.0,213.0,139.0,732.0,35.0,A,6,8412,0.0
-1.0,63,가동,712.0,119,121,110.0,113.0,331.0,44.0,212.0,188.0,161.0,205.0,466.0,694.0,33.0,A,23,8573,0.0
82.0,288,가동,730.0,121,121,105.0,107.0,324.0,54.0,209.0,187.0,226.0,255.0,567.0,690.0,34.0,A,23,8722,0.0
-1.0,127,가동,731.0,119,120,110.0,112.0,313.0,55.0,215.0,158.0,131.0,212.0,379.0,711.0,33.0,A,6,8412,0.0
74.0,229,가동,724.0,115,118,110.0,112.0,329.0,48.0,186.0,182.0,261.0,182.0,436.0,701.0,31.0,A,23,8917,0.0
73.0,115,가동,727.0,123,125,110.0,112.0,330.0,49.0,179.0,122.0,263.0,299.0,469.0,703.0,44.0,A,23,8722,0.0
-1.0,246,가동,732.0,117,119,100.0,102.0,332.0,50.0,129.0,158.0,221.0,197.0,490.0,706.0,33.0,A,3,8412,0.0
51.0,234,가동,729.0,115,119,110.0,112.0,329.0,51.0,185.0,183.0,265.0,184.0,433.0,701.0,31.0,A,23,8917,0.0
42.0,5,가동,729.0,122,122,100.0,102.0,173.0,43.0,177.0,150.0,169.0,121.0,437.0,709.0,27.0,A,23,8722,1.0
87.0,186,가동,705.0,118,120,110.0,112.0,330.0,43.0,177.0,133.0,179.0,266.0,465.0,693.0,38.0,A,23,8722,0.0
77.0,46,가동,721.0,121,123,110.0,112.0,330.0,44.0,176.0,148.0,271.0,198.0,484.0,707.0,38.0,A,23,8722,0.0
