id,date,time,molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail
75924,2019-03-13,20:42:25,-1,22,가동,729,120,120,110,112,332,54,213,109,198,161,429,721,32,A,6,8412,0
75925,2019-03-13,20:44:31,-1,23,가동,728,118,119,110,113,332,56,216,109,200,162,438,711,32,A,6,8412,0
75926,2019-03-13,20:45:40,85,18,가동,729,123,124,109,111,330,44,217,156,223,199,329,701,29,A,23,8917,0
75927,2019-03-13,20:46:31,-1,24,가동,729,120,119,110,112,332,56,215,109,203,162,441,720,32,A,6,8412,0
75928,2019-03-13,20:47:44,83,19,가동,729,181,123,110,111,330,50,228,156,233,217,360,702,30,A,23,8917,0
75929,2019-03-13,20:48:31,-1,25,가동,729,120,118,110,113,332,53,218,109,202,163,442,696,32,A,6,8412,0
75930,2019-03-13,20:49:48,82,20,가동,729,123,124,110,112,330,48,229,157,241,228,373,701,29,A,23,8917,0
75931,2019-03-13,20:50:27,-1,26,가동,730,118,119,110,113,332,55,220,109,205,163,447,699,32,A,6,8412,0
75932,2019-03-13,20:51:50,81,21,가동,729,123,123,110,111,330,48,244,159,245,232,371,702,29,A,23,8917,0
75933,2019-03-13,20:52:26,-1,27,가동,731,118,119,110,112,332,56,217,109,204,164,444,711,32,A,6,8412,0
75934,2019-03-13,20:53:43,80,22,가동,729,123,123,110,111,330,49,276,161,248,234,375,696,30,A,23,8917,0
75935,2019-03-13,20:54:20,-1,28,가동,731,119,120,110,113,332,56,216,109,203,165,446,708,32,A,6,8412,0
75936,2019-03-13,20:55:47,79,23,가동,729,123,124,110,112,330,47,278,162,250,237,375,701,30,A,23,8917,0
75937,2019-03-13,20:56:22,-1,29,가동,731,120,121,110,112,332,56,215,110,199,165,446,727,32,A,6,8412,0
75938,2019-03-13,20:57:55,79,24,가동,729,123,124,110,111,330,48,278,163,252,239,377,700,30,A,23,8917,0
75939,2019-03-13,20:58:23,-1,30,가동,731,120,119,110,113,332,55,219,110,202,165,443,710,32,A,6,8412,0
75940,2019-03-13,20:59:53,78,25,가동,729,123,124,110,111,330,50,325,165,254,239,380,701,30,A,23,8917,0
75941,2019-03-13,21:00:20,-1,31,가동,731,119,119,110,112,331,53,217,110,209,166,445,672,33,A,6,8412,0
75942,2019-03-13,21:01:58,77,26,가동,731,123,124,110,112,330,48,328,166,255,244,382,701,30,A,23,8917,0
75943,2019-03-13,21:02:22,-1,32,가동,731,120,120,110,112,332,55,217,109,208,166,442,706,33,A,6,8412,0
75944,2019-03-13,21:04:04,76,27,가동,731,123,124,110,112,330,49,318,167,257,246,381,701,30,A,23,8917,0
75945,2019-03-13,21:04:23,-1,33,가동,731,120,120,110,112,332,55,216,110,209,167,446,709,33,A,6,8412,0
75946,2019-03-13,21:06:12,76,28,가동,732,123,123,110,112,330,45,332,169,258,244,385,694,30,A,23,8917,0
75947,2019-03-13,21:06:23,-1,34,가동,730,119,120,110,112,332,54,215,110,207,167,449,694,33,A,6,8412,0
75948,2019-03-13,21:08:12,75,29,가동,732,123,123,110,111,330,49,316,170,259,248,384,696,30,A,23,8917,0
75949,2019-03-13,21:08:25,-1,35,가동,729,119,120,110,112,332,55,216,110,210,168,444,715,33,A,6,8412,0
75950,2019-03-13,21:10:19,74,30,가동,732,123,123,110,111,330,44,325,171,260,246,386,700,30,A,23,8917,0
75951,2019-03-13,21:10:26,-1,36,가동,728,120,120,110,112,332,55,216,110,208,168,445,705,33,A,6,8412,0
75952,2019-03-13,21:12:33,74,31,가동,731,124,124,110,111,330,48,321,172,260,248,388,697,30,A,23,8917,0
75953,2019-03-13,21:12:37,-1,37,가동,728,120,122,110,112,343,54,217,110,206,168,450,692,33,A,6,8412,0
75954,2019-03-13,21:14:28,72,32,가동,731,124,124,110,112,330,44,335,173,261,248,387,700,30,A,23,8917,0
75955,2019-03-13,21:16:03,-1,38,가동,730,121,203,110,112,332,50,150,109,168,162,396,707,33,A,6,8412,0
75956,2019-03-13,21:16:27,72,33,가동,730,123,124,110,111,330,49,331,174,261,248,386,700,30,A,23,8917,0
75957,2019-03-13,21:17:54,-1,39,가동,730,201,118,110,112,332,52,198,109,188,163,424,712,33,A,6,8412,0
75958,2019-03-13,21:18:30,70,34,가동,729,78,124,110,111,330,49,337,176,264,254,388,701,30,A,23,8917,0
75959,2019-03-13,21:19:52,-1,40,가동,731,118,119,110,112,332,53,210,110,197,164,436,711,33,A,6,8412,0
75960,2019-03-13,21:20:35,70,35,가동,728,78,124,110,112,330,53,335,176,264,253,378,701,30,A,23,8917,0
75961,2019-03-13,21:21:42,-1,41,가동,731,118,119,110,112,333,55,215,109,205,166,440,672,33,A,6,8412,0
75962,2019-03-13,21:23:39,-1,42,가동,733,118,118,110,113,332,54,218,110,209,167,442,701,33,A,6,8412,0
75963,2019-03-13,21:24:05,69,36,가동,727,78,124,110,112,330,47,231,177,244,215,328,701,30,A,23,8917,0
75964,2019-03-13,21:25:42,-1,43,가동,733,118,118,110,112,332,55,220,109,211,168,447,721,33,A,6,8412,0
75965,2019-03-13,21:26:19,68,37,가동,728,179,123,110,111,330,50,284,177,252,230,357,701,30,A,23,8917,0
75966,2019-03-13,21:27:38,-1,44,가동,733,118,119,110,112,332,54,220,110,213,169,443,713,33,A,6,8412,0
75967,2019-03-13,21:28:17,67,38,가동,729,123,124,110,111,330,48,322,178,258,240,374,701,30,A,23,8917,0
75968,2019-03-13,21:29:37,-1,45,가동,733,117,118,110,112,332,53,223,110,212,169,443,719,33,A,6,8412,0
75969,2019-03-13,21:30:23,66,39,가동,729,123,123,110,111,330,45,293,179,261,246,382,702,30,A,23,8917,0
75970,2019-03-13,21:31:43,-1,46,가동,733,117,118,110,112,332,55,218,109,209,170,448,711,33,A,6,8412,0
75971,2019-03-13,21:32:29,66,40,가동,730,123,123,110,111,330,46,320,180,263,248,383,698,30,A,23,8917,0
75972,2019-03-13,21:33:38,-1,47,가동,732,118,119,110,112,332,55,216,109,209,170,450,705,33,A,6,8412,0
75973,2019-03-13,21:34:33,65,41,가동,731,123,123,110,111,330,47,327,180,265,251,382,700,30,A,23,8917,0
75974,2019-03-13,21:35:40,-1,48,가동,731,119,120,110,112,345,55,215,110,209,170,445,697,33,A,6,8412,0
75975,2019-03-13,21:36:37,64,42,가동,732,123,124,110,111,330,51,327,181,265,252,382,701,30,A,23,8917,0
75976,2019-03-13,21:37:40,-1,49,가동,730,119,119,110,112,332,54,216,110,209,170,444,704,33,A,6,8412,0
75977,2019-03-13,21:38:41,63,43,가동,731,123,123,110,111,330,43,307,182,266,253,383,701,30,A,23,8917,0
75978,2019-03-13,21:39:40,-1,50,가동,730,119,119,110,112,333,51,215,109,207,170,442,705,33,A,6,8412,0
75979,2019-03-13,21:40:41,63,44,가동,731,123,123,110,111,330,42,319,183,267,254,386,700,30,A,23,8917,0
75980,2019-03-13,21:41:38,-1,51,가동,730,118,118,110,112,331,52,216,109,210,170,438,707,33,A,6,8412,0
75981,2019-03-13,21:42:44,62,45,가동,732,123,123,110,111,330,48,320,184,268,254,385,701,30,A,23,8917,0
75982,2019-03-13,21:43:34,-1,52,가동,730,118,119,110,112,332,52,218,109,210,170,442,715,33,A,6,8412,0
75983,2019-03-13,21:44:44,61,46,가동,731,123,123,110,111,330,48,313,185,268,250,384,701,30,A,23,8917,0
75984,2019-03-13,21:45:26,-1,53,가동,730,118,118,110,112,332,56,220,110,212,171,447,714,33,A,6,8412,0
75985,2019-03-13,21:46:42,59,47,가동,731,123,124,110,111,330,51,308,186,268,253,384,701,30,A,23,8917,0
75986,2019-03-13,21:47:28,-1,54,가동,731,119,119,110,112,332,54,222,110,210,171,443,708,33,A,6,8412,0
75987,2019-03-13,21:48:49,57,48,가동,730,123,123,110,113,330,54,209,187,269,255,383,700,30,A,23,8917,0
75988,2019-03-13,21:49:25,-1,55,가동,731,118,119,110,112,332,55,222,111,209,171,444,711,33,A,6,8412,0
75989,2019-03-13,21:50:48,57,49,가동,729,123,124,110,111,330,55,233,187,269,255,387,700,31,A,23,8917,0
75990,2019-03-13,21:51:23,-1,56,가동,732,119,119,110,113,331,55,223,111,212,171,442,693,33,A,6,8412,0
75991,2019-03-13,21:53:01,56,50,가동,729,123,124,110,111,330,51,216,188,270,255,387,699,31,A,23,8917,0
75992,2019-03-13,21:53:33,-1,57,가동,733,118,119,110,113,332,53,219,110,209,171,445,696,33,A,6,8412,0
75993,2019-03-13,21:55:10,56,51,가동,728,123,132,110,112,330,50,197,189,268,251,381,697,31,A,23,8917,0
75994,2019-03-13,21:55:24,-1,58,가동,733,118,119,110,112,332,53,217,110,208,171,449,709,33,A,6,8412,0
75995,2019-03-13,21:57:16,54,52,가동,728,132,123,110,111,330,47,211,189,269,254,380,699,31,A,23,8917,0
75996,2019-03-13,21:57:23,-1,59,가동,733,117,119,110,112,332,52,216,110,207,171,449,715,33,A,6,8412,0
75997,2019-03-13,21:59:22,54,53,가동,729,123,123,110,112,330,53,216,190,271,256,381,697,31,A,23,8917,0
75998,2019-03-13,21:59:24,-1,60,가동,731,119,118,110,112,332,54,216,109,208,171,448,710,33,A,6,8412,0
75999,2019-03-13,22:01:20,53,54,가동,729,123,124,110,111,330,50,221,190,271,256,379,697,31,A,23,8917,0
76000,2019-03-13,22:01:23,-1,61,가동,732,117,118,110,111,332,53,216,109,209,171,446,707,33,A,6,8412,0
76001,2019-03-13,22:03:20,-1,62,가동,731,119,119,110,112,332,54,216,110,205,171,447,719,33,A,6,8412,0
76002,2019-03-13,22:04:59,52,55,가동,731,123,124,110,112,330,50,152,191,250,219,327,700,31,A,23,8917,0
76003,2019-03-13,22:05:20,-1,63,가동,731,118,119,110,112,332,54,217,109,206,171,450,704,33,A,6,8412,0
76004,2019-03-13,22:07:05,51,56,가동,731,186,123,110,111,330,48,193,191,260,238,357,696,31,A,23,8917,0
76005,2019-03-13,22:07:22,-1,64,가동,729,119,120,110,112,331,52,216,110,208,171,444,703,33,A,6,8412,0
76006,2019-03-13,22:09:03,50,57,가동,732,123,123,110,112,330,55,224,191,265,245,374,700,31,A,23,8917,0
76007,2019-03-13,22:09:21,-1,65,가동,728,118,119,110,112,332,54,217,109,210,171,443,705,34,A,6,8412,0
76008,2019-03-13,22:10:53,49,58,가동,731,77,123,110,112,330,52,239,191,270,254,374,699,31,A,23,8917,0
76009,2019-03-13,22:11:13,-1,66,가동,728,119,119,110,112,332,55,217,109,211,171,447,720,33,A,6,8412,0
76010,2019-03-13,22:12:54,48,59,가동,731,78,123,110,112,330,55,248,191,273,258,383,700,31,A,23,8917,0
76011,2019-03-13,22:13:14,-1,67,가동,730,118,119,110,112,332,55,216,109,210,171,447,703,33,A,6,8412,0
76012,2019-03-13,22:14:57,47,60,가동,730,78,123,110,112,330,54,247,192,275,262,387,698,31,A,23,8917,0
76013,2019-03-13,22:15:14,-1,68,가동,731,119,119,110,112,332,53,217,109,208,171,447,720,33,A,6,8412,0
76014,2019-03-13,22:17:14,-1,69,가동,732,119,120,110,112,332,55,216,109,207,171,447,724,33,A,6,8412,0
76015,2019-03-13,22:17:18,46,61,가동,729,78,123,110,112,330,53,217,193,269,250,376,701,31,A,23,8917,0
76016,2019-03-13,22:19:14,-1,70,가동,732,119,119,110,112,332,55,215,109,209,171,446,707,33,A,6,8412,0
76017,2019-03-13,22:21:20,-1,71,가동,732,119,119,110,112,332,55,216,109,212,171,449,721,33,A,6,8412,0
76018,2019-03-13,22:21:23,46,62,가동,728,78,123,110,112,330,46,131,194,246,207,325,698,31,A,23,8917,0
76019,2019-03-13,22:23:18,-1,72,가동,732,119,120,110,112,332,55,216,110,209,172,445,700,33,A,6,8412,0
76020,2019-03-13,22:23:36,45,63,가동,728,78,123,110,112,330,48,172,193,254,225,352,700,30,A,23,8917,0
76021,2019-03-13,22:25:24,-1,73,가동,731,119,121,110,112,332,52,216,109,207,171,447,721,33,A,6,8412,0
76022,2019-03-13,22:25:41,44,64,가동,728,123,123,110,112,330,49,190,193,262,241,370,700,30,A,23,8917,0
76023,2019-03-13,22:27:25,-1,74,가동,731,121,121,110,112,332,54,214,110,205,171,448,718,33,A,6,8412,0
76024,2019-03-13,22:27:42,43,65,가동,727,123,123,110,111,330,50,221,193,266,247,377,700,30,A,23,8917,0
76025,2019-03-13,22:29:48,42,66,가동,728,123,123,110,112,330,51,214,194,268,250,380,701,31,A,23,8917,0
76026,2019-03-13,22:30:35,-1,75,가동,721,120,199,110,112,332,52,151,108,169,165,405,704,33,A,6,8412,0
76027,2019-03-13,22:31:47,42,67,가동,729,123,123,110,112,330,51,220,194,270,251,384,698,31,A,23,8917,0
76028,2019-03-13,22:32:29,-1,76,가동,722,198,119,110,112,332,52,195,109,185,166,430,713,33,A,6,8412,0
76029,2019-03-13,22:33:58,40,68,가동,729,122,132,110,112,330,50,196,195,269,249,378,701,30,A,23,8917,0
76030,2019-03-13,22:34:27,-1,77,가동,723,119,119,110,112,332,51,204,109,195,167,440,703,33,A,6,8412,0
76031,2019-03-13,22:36:11,39,69,가동,729,132,123,110,112,330,53,227,196,271,255,381,700,31,A,23,8917,0
76032,2019-03-13,22:36:31,-1,78,가동,723,118,118,110,112,332,52,208,110,200,168,441,688,33,A,6,8412,0
76033,2019-03-13,22:38:11,39,70,가동,729,123,124,110,112,330,51,233,196,273,257,385,701,30,A,23,8917,0
76034,2019-03-13,22:38:25,-1,79,가동,724,117,118,110,112,332,51,211,110,201,169,447,713,33,A,6,8412,0
76035,2019-03-13,22:40:09,38,71,가동,730,124,123,110,112,330,53,232,197,273,255,379,701,31,A,23,8917,0
76036,2019-03-13,22:40:24,-1,80,가동,725,118,119,110,112,332,50,211,110,203,170,443,703,33,A,6,8412,0
76037,2019-03-13,22:42:13,36,72,가동,731,123,123,110,112,329,54,228,197,274,257,382,700,31,A,23,8917,0
76038,2019-03-13,22:42:23,-1,81,가동,725,118,119,110,112,332,53,211,110,205,170,445,721,33,A,6,8412,0
76039,2019-03-13,22:44:16,36,73,가동,732,123,123,110,111,329,53,236,198,275,256,382,701,30,A,23,8917,0
76040,2019-03-13,22:44:23,-1,82,가동,726,118,118,110,112,332,49,213,110,205,170,449,725,33,A,6,8412,0
76041,2019-03-13,22:46:24,35,74,가동,732,122,123,110,112,330,53,233,199,275,256,387,699,30,A,23,8917,0
76042,2019-03-13,22:46:26,-1,83,가동,727,118,118,110,112,332,52,213,110,209,171,441,711,33,A,6,8412,0
76043,2019-03-13,22:48:29,-1,84,가동,728,118,118,110,112,331,51,215,110,210,171,444,703,33,A,6,8412,0
76044,2019-03-13,22:48:30,34,75,가동,731,123,123,110,112,330,53,219,199,275,258,388,693,30,A,23,8917,0
76045,2019-03-13,22:50:24,-1,85,가동,729,118,118,110,112,332,53,215,110,208,171,436,703,33,A,6,8412,0
76046,2019-03-13,22:50:35,33,76,가동,731,122,123,110,112,330,52,230,200,276,259,383,700,30,A,23,8917,0
76047,2019-03-13,22:52:24,-1,86,가동,729,118,118,110,112,334,54,215,111,210,172,434,704,33,A,6,8412,0
76048,2019-03-13,22:52:33,32,77,가동,732,123,123,110,112,330,52,232,200,277,261,382,701,30,A,23,8917,0
76049,2019-03-13,22:54:20,-1,87,가동,730,119,120,110,112,331,48,215,111,211,172,434,711,33,A,6,8412,0
76050,2019-03-13,22:54:33,32,78,가동,731,123,123,110,112,330,56,234,200,277,262,379,701,30,A,23,8917,0
76051,2019-03-13,22:56:17,-1,88,가동,731,118,118,110,112,332,53,218,111,206,172,431,714,33,A,6,8412,0
76052,2019-03-13,22:56:37,31,79,가동,731,123,124,110,112,330,51,232,201,277,260,379,700,30,A,23,8917,0
76053,2019-03-13,22:58:13,-1,89,가동,731,118,118,110,112,332,53,217,110,206,172,433,701,33,A,6,8412,0
76054,2019-03-13,22:58:41,28,80,가동,731,123,123,110,112,330,54,228,201,277,260,377,701,30,A,23,8917,0
76055,2019-03-13,23:00:12,-1,90,가동,731,119,119,110,112,332,51,216,110,207,172,435,720,33,A,6,8412,0
76056,2019-03-13,23:02:09,-1,91,가동,732,117,118,110,112,332,56,216,110,205,172,445,700,33,A,6,8412,0
76057,2019-03-13,23:04:10,-1,92,가동,731,119,120,110,112,332,54,215,110,202,172,441,713,33,A,6,8412,0
76058,2019-03-13,23:04:40,98,81,가동,716,123,123,110,112,330,41,85,199,248,185,325,700,31,A,23,8917,1
76059,2019-03-13,23:06:08,-1,93,가동,731,118,119,110,112,332,54,216,111,204,172,449,703,33,A,6,8412,0
76060,2019-03-13,23:06:39,98,82,가동,709,163,121,110,112,330,47,185,197,260,221,354,701,31,A,23,8917,0
76061,2019-03-13,23:08:06,-1,94,가동,731,119,119,110,112,332,51,215,110,205,172,440,716,33,A,6,8412,0
76062,2019-03-13,23:08:32,99,83,가동,706,122,123,110,112,331,46,207,197,266,236,366,701,30,A,23,8917,0
76063,2019-03-13,23:10:08,-1,95,가동,731,118,119,110,112,332,55,215,110,207,172,444,709,33,A,6,8412,0
76064,2019-03-13,23:10:38,98,84,가동,706,123,123,110,112,330,42,216,197,269,242,370,698,30,A,23,8917,0
76065,2019-03-13,23:12:11,-1,96,가동,731,119,120,110,112,332,56,213,110,206,172,443,719,33,A,6,8412,0
76066,2019-03-13,23:12:42,98,85,가동,704,122,123,110,112,330,39,224,198,270,244,375,701,30,A,23,8917,0
76067,2019-03-13,23:14:12,-1,97,가동,730,119,120,110,112,332,52,214,111,205,172,443,704,33,A,6,8412,0
76068,2019-03-13,23:14:47,98,86,가동,704,122,123,110,112,330,43,214,199,271,248,377,698,30,A,23,8917,0
76069,2019-03-13,23:16:05,-1,98,가동,729,119,119,110,112,332,49,213,111,204,172,440,704,33,A,6,8412,0
76070,2019-03-13,23:16:47,96,87,가동,705,122,122,110,112,331,39,213,199,272,250,379,700,30,A,23,8917,0
76071,2019-03-13,23:18:07,-1,99,가동,729,118,119,110,112,332,56,215,110,207,172,440,703,33,A,6,8412,0
76072,2019-03-13,23:18:44,95,88,가동,706,122,123,110,112,330,46,216,200,273,251,380,700,30,A,23,8917,0
76073,2019-03-13,23:20:11,-1,100,가동,728,118,118,110,112,332,54,215,111,206,173,442,721,33,A,6,8412,0
76074,2019-03-13,23:20:49,94,89,가동,706,122,123,110,112,330,43,228,200,273,254,380,700,30,A,23,8917,0
76075,2019-03-13,23:22:09,-1,101,가동,728,118,120,110,111,332,53,216,111,208,173,442,723,33,A,6,8412,0
76076,2019-03-13,23:22:53,94,90,가동,707,122,123,110,112,330,41,211,201,274,254,380,700,30,A,23,8917,0
76077,2019-03-13,23:24:11,-1,102,가동,729,120,120,110,112,332,53,214,110,207,173,430,725,33,A,6,8412,0
76078,2019-03-13,23:24:53,94,91,가동,707,122,123,110,112,330,44,227,201,274,255,380,701,30,A,23,8917,0
76079,2019-03-13,23:26:57,92,92,가동,707,123,123,110,112,330,44,212,202,274,255,378,699,30,A,23,8917,0
76080,2019-03-13,23:29:00,92,93,가동,708,122,122,110,112,330,44,219,202,275,255,382,700,30,A,23,8917,0
76081,2019-03-13,23:30:03,-1,103,가동,731,120,120,109,112,332,50,86,111,131,156,328,711,33,D,6,8412,1
76082,2019-03-13,23:31:04,91,94,가동,708,122,123,110,112,330,40,220,202,275,253,383,697,30,A,23,8917,0
76083,2019-03-13,23:32:05,-1,104,가동,731,162,119,110,112,332,56,178,110,167,159,391,704,33,A,6,8412,0
76084,2019-03-13,23:33:05,91,95,가동,709,122,123,110,112,330,44,218,203,275,255,384,700,30,A,23,8917,0
76085,2019-03-13,23:34:05,-1,105,가동,731,121,119,110,112,332,54,199,111,186,162,420,707,33,A,6,8412,0
76086,2019-03-13,23:35:12,89,96,가동,711,122,123,110,112,330,45,224,203,275,257,386,701,30,A,23,8917,0
76087,2019-03-13,23:36:00,-1,106,가동,731,120,120,110,112,332,52,206,111,193,164,420,721,33,A,6,8412,0
76088,2019-03-13,23:37:17,88,97,가동,714,122,123,110,112,330,43,231,203,276,256,386,700,30,A,23,8917,0
76089,2019-03-13,23:37:56,-1,107,가동,730,118,118,110,112,332,51,211,111,198,166,425,725,33,A,6,8412,0
76090,2019-03-13,23:39:20,88,98,가동,715,122,123,110,112,331,43,222,204,276,257,384,700,30,A,23,8917,0
76091,2019-03-13,23:39:51,-1,108,가동,730,119,119,110,112,332,52,210,111,200,167,441,716,33,A,6,8412,0
76092,2019-03-13,23:41:26,87,99,가동,718,122,123,110,112,330,45,228,204,276,257,382,696,31,A,23,8917,0
76093,2019-03-13,23:41:54,-1,109,가동,729,119,120,110,112,332,55,210,110,200,168,442,688,33,A,6,8412,0
76094,2019-03-13,23:43:19,86,100,가동,719,122,123,110,112,330,43,214,204,276,258,382,698,30,A,23,8917,0
76095,2019-03-13,23:43:56,-1,110,가동,729,119,121,110,112,332,50,212,110,201,168,448,722,33,A,6,8412,0
76096,2019-03-13,23:45:21,85,101,가동,719,122,123,110,111,330,44,216,204,277,258,380,700,30,A,23,8917,0
76097,2019-03-13,23:45:58,-1,111,가동,729,121,121,110,112,332,52,211,110,202,169,449,711,33,A,6,8412,0
76098,2019-03-13,23:47:26,84,102,가동,721,122,123,110,111,330,44,229,205,277,258,383,700,31,A,23,8917,0
76099,2019-03-13,23:47:57,-1,112,가동,729,120,120,110,112,332,55,211,111,202,169,445,721,33,A,6,8412,0
76100,2019-03-13,23:49:27,84,103,가동,721,122,123,110,112,330,45,217,205,277,259,384,699,30,A,23,8917,0
76101,2019-03-13,23:49:51,-1,113,가동,730,120,121,110,112,332,53,211,111,202,170,450,715,33,A,6,8412,0
76102,2019-03-13,23:51:30,83,104,가동,721,122,123,110,112,330,43,224,205,277,259,386,700,30,A,23,8917,0
76103,2019-03-13,23:53:09,-1,114,가동,733,120,199,110,112,332,47,149,111,169,164,401,723,34,A,6,8412,0
76104,2019-03-13,23:53:37,82,105,가동,721,122,126,110,111,330,42,206,205,277,258,394,692,31,A,23,8917,0
76105,2019-03-13,23:55:10,-1,115,가동,732,196,117,110,112,332,54,195,111,189,165,432,700,33,A,6,8412,0
76106,2019-03-13,23:55:43,81,106,가동,721,125,123,110,112,330,44,219,206,276,258,385,700,31,A,23,8917,0
76107,2019-03-13,23:57:46,80,107,가동,721,122,123,110,112,330,42,219,206,277,259,383,699,31,A,23,8917,0
76108,2019-03-13,23:59:01,-1,116,가동,731,196,117,110,112,332,49,130,111,156,159,368,732,33,A,6,8412,0
76109,2019-03-13,23:59:47,79,108,가동,722,122,123,110,112,330,41,207,206,277,258,386,700,31,A,23,8917,0
76110,2019-03-14,00:00:59,-1,117,가동,730,138,118,110,112,332,53,191,111,181,162,400,708,33,A,6,8412,0
76111,2019-03-14,00:01:47,79,109,가동,722,122,122,110,112,329,47,212,206,278,257,387,699,31,A,23,8917,0
76112,2019-03-14,00:02:49,-1,118,가동,729,117,118,110,112,332,55,204,110,192,164,432,729,33,A,6,8412,0
76113,2019-03-14,00:03:56,77,110,가동,723,123,123,110,112,330,43,220,207,278,259,388,695,30,A,23,8917,0
76114,2019-03-14,00:04:48,-1,119,가동,730,117,117,110,112,332,50,209,111,199,166,445,729,34,A,6,8412,0
76115,2019-03-14,00:05:58,77,111,가동,724,122,123,110,111,330,46,211,207,278,259,389,700,31,A,23,8917,0
76116,2019-03-14,00:06:51,-1,120,가동,731,117,118,110,112,332,53,211,111,200,167,446,727,33,A,6,8412,0
76117,2019-03-14,00:07:55,76,112,가동,725,123,123,110,111,330,46,232,207,277,258,389,694,31,A,23,8917,0
76118,2019-03-14,00:08:49,-1,121,가동,731,117,117,110,112,332,51,213,111,205,168,451,704,33,A,6,8412,0
76119,2019-03-14,00:09:57,75,113,가동,727,122,123,110,112,330,45,227,207,278,261,386,694,30,A,23,8917,0
76120,2019-03-14,00:10:41,-1,122,가동,732,118,119,110,112,332,51,214,111,206,169,448,723,34,A,6,8412,0
76121,2019-03-14,00:12:01,74,114,가동,727,123,123,110,112,330,41,226,207,278,261,388,700,31,A,23,8917,0
76122,2019-03-14,00:12:40,-1,123,가동,731,118,119,110,112,332,53,214,111,206,169,452,718,34,A,6,8412,0
76123,2019-03-14,00:14:05,74,115,가동,728,122,123,110,112,330,43,230,208,278,261,385,701,31,A,23,8917,0
76124,2019-03-14,00:14:39,-1,124,가동,731,118,119,110,112,339,51,215,111,209,169,450,688,34,A,6,8412,0
76125,2019-03-14,00:16:13,72,116,가동,727,122,122,110,112,330,44,225,208,278,262,379,693,31,A,23,8917,0
76126,2019-03-14,00:16:37,-1,125,가동,731,118,118,110,112,332,55,216,110,208,170,442,718,34,A,6,8412,0
76127,2019-03-14,00:18:17,72,117,가동,727,122,123,110,111,330,42,231,208,278,261,381,700,31,A,23,8917,0
76128,2019-03-14,00:18:36,-1,126,가동,730,118,119,110,112,332,56,215,110,207,170,454,708,34,A,6,8412,0
76129,2019-03-14,00:20:19,71,118,가동,727,123,123,110,111,330,50,223,208,278,262,379,700,31,A,23,8917,0
76130,2019-03-14,00:20:34,-1,127,가동,730,118,118,110,112,332,54,215,111,207,171,445,721,34,A,6,8412,0
76131,2019-03-14,00:22:18,70,119,가동,728,122,123,110,111,330,42,214,208,278,263,385,700,31,A,23,8917,0
76132,2019-03-14,00:22:33,-1,128,가동,729,118,119,110,112,332,53,214,110,207,171,451,716,34,A,6,8412,0
76133,2019-03-14,00:24:19,70,120,가동,728,122,123,110,111,330,44,216,209,278,262,389,700,31,A,23,8917,0
76134,2019-03-14,00:24:32,-1,129,가동,729,117,118,110,112,332,54,215,111,208,171,444,729,34,A,6,8412,0
76135,2019-03-14,00:26:24,68,121,가동,729,123,123,110,111,330,48,231,209,278,261,389,701,31,A,23,8917,0
76136,2019-03-14,00:26:31,-1,130,가동,731,118,119,110,112,332,55,216,111,205,172,436,720,34,A,6,8412,0
76137,2019-03-14,00:28:26,67,122,가동,730,123,123,110,111,329,45,226,209,279,262,388,701,31,A,23,8917,0
76138,2019-03-14,00:28:30,-1,131,가동,732,117,119,110,111,332,55,216,110,203,172,452,729,33,A,6,8412,0
76139,2019-03-14,00:31:40,67,123,가동,731,123,123,110,112,330,44,232,209,279,262,390,701,31,A,23,8917,0
76140,2019-03-14,00:31:41,-1,132,가동,733,118,118,110,112,332,54,217,110,199,172,448,722,33,A,6,8412,0
76141,2019-03-14,00:32:28,-1,133,가동,733,118,119,110,112,332,55,216,110,203,172,452,722,34,A,6,8412,0
76142,2019-03-14,00:32:31,66,124,가동,731,123,123,110,112,330,48,231,209,279,262,388,700,31,A,23,8917,0
76143,2019-03-14,00:34:27,-1,134,가동,733,118,119,110,112,332,55,216,110,207,172,454,726,34,A,6,8412,0
76144,2019-03-14,00:34:38,65,125,가동,731,123,123,110,111,330,49,215,209,279,262,381,700,31,A,23,8917,0
76145,2019-03-14,00:36:30,-1,135,가동,733,118,119,110,112,332,55,215,110,206,172,451,717,34,A,6,8412,0
76146,2019-03-14,00:36:43,64,126,가동,731,122,123,110,112,330,44,229,209,279,261,386,701,31,A,23,8917,0
76147,2019-03-14,00:38:27,-1,136,가동,733,118,118,110,112,332,54,216,110,206,172,453,724,33,A,6,8412,0
76148,2019-03-14,00:38:45,63,127,가동,730,122,123,110,112,330,45,203,210,279,262,387,700,31,A,23,8917,0
76149,2019-03-14,00:40:28,-1,137,가동,732,117,119,110,112,332,53,214,110,207,172,457,728,33,A,6,8412,0
76150,2019-03-14,00:40:51,62,128,가동,729,123,123,110,111,330,47,228,210,279,262,386,702,31,A,23,8917,0
76151,2019-03-14,00:42:23,-1,138,가동,732,120,119,110,112,332,53,215,109,207,172,457,713,33,A,6,8412,0
